date,store_id,item_id,item_brand,item_category,item_unit_price,item_unit_net_price,item_discount_amount,item_promo_applied,demand
2025-01-05,102,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,3
2025-01-05,102,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,8
2025-01-05,102,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,5
2025-01-05,102,5010,AquaBites,WET FOOD,8.99,8.99,0.0,0,14
2025-01-05,103,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,4
2025-01-05,103,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,6
2025-01-06,101,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,5
2025-01-06,101,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,4
2025-01-06,101,5020,RawNature,RAW FOOD,45.99,45.99,0.0,0,1
2025-01-06,102,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,5
2025-01-06,102,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,5
2025-01-06,102,5010,AquaBites,WET FOOD,8.99,8.99,0.0,0,17
2025-01-06,103,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,4
2025-01-06,103,5002,NutriPaws,DRY FOOD,34.99,32.23,2.76,1,5
2025-01-06,103,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,4
2025-01-07,101,5001,PetFresh,DRY FOOD,29.99,26.54,3.45,1,5
2025-01-07,101,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,4
2025-01-07,101,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,3
2025-01-07,101,5010,AquaBites,WET FOOD,8.99,7.29,1.7,1,8
2025-01-07,102,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,4
2025-01-07,102,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,4
2025-01-07,102,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,5
2025-01-07,102,5010,AquaBites,WET FOOD,8.99,8.99,0.0,0,3
2025-01-07,102,5033,SpecialDiet,SPECIALTY,54.99,54.99,0.0,0,1
2025-01-07,103,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,4
2025-01-07,103,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,5
2025-01-07,103,5010,AquaBites,WET FOOD,8.99,8.99,0.0,0,4
2025-01-07,103,5034,OrganicPet,RAW FOOD,39.99,39.99,0.0,0,1
2025-01-08,101,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,3
2025-01-08,101,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,5
2025-01-08,101,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,4
2025-01-08,101,5010,AquaBites,WET FOOD,8.99,8.99,0.0,0,1
2025-01-08,102,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,4
2025-01-08,102,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,7
2025-01-08,102,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,4
2025-01-08,103,5001,PetFresh,DRY FOOD,29.99,27.21,2.78,1,4
2025-01-08,103,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,4
2025-01-08,103,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,5
2025-01-08,103,5010,AquaBites,WET FOOD,8.99,8.99,0.0,0,1
2025-01-09,101,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,5
2025-01-09,101,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,3
2025-01-09,101,5010,AquaBites,WET FOOD,8.99,8.99,0.0,0,9
2025-01-09,101,5032,BulkBones,TREATS,3.99,3.99,0.0,0,2
2025-01-09,102,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,6
2025-01-09,102,5002,NutriPaws,DRY FOOD,34.99,29.87,5.12,1,3
2025-01-09,102,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,5
2025-01-09,102,5010,AquaBites,WET FOOD,8.99,8.99,0.0,0,3
2025-01-09,102,5035,VetFormula,SPECIALTY,62.99,62.99,0.0,0,3
2025-01-09,103,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,3
2025-01-09,103,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,3
2025-01-09,103,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,5
2025-01-09,103,5010,AquaBites,WET FOOD,8.99,8.99,0.0,0,5
2025-01-10,101,5001,PetFresh,DRY FOOD,29.99,27.09,2.9,1,5
2025-01-10,101,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,6
2025-01-10,101,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,4
2025-01-10,101,5010,AquaBites,WET FOOD,8.99,8.99,0.0,0,1
2025-01-10,102,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,3
2025-01-10,102,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,6
2025-01-10,102,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,5
2025-01-10,102,5010,AquaBites,WET FOOD,8.99,8.99,0.0,0,22
2025-01-10,103,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,3
2025-01-10,103,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,3
2025-01-10,103,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,5
2025-01-10,103,5010,AquaBites,WET FOOD,8.99,8.99,0.0,0,1
2025-01-10,103,5032,BulkBones,TREATS,3.99,3.36,0.63,1,14
2025-01-11,101,5001,PetFresh,DRY FOOD,29.99,27.49,2.5,1,2
2025-01-11,101,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,5
2025-01-11,101,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,3
2025-01-11,101,5010,AquaBites,WET FOOD,8.99,8.99,0.0,0,2
2025-01-11,102,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,5
2025-01-11,102,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,6
2025-01-11,102,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,4
2025-01-11,102,5010,AquaBites,WET FOOD,8.99,7.82,1.17,1,1
2025-01-11,103,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,3
2025-01-11,103,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,5
2025-01-11,103,5003,PureChow,WET FOOD,12.49,10.69,1.8,1,5
2025-01-11,103,5010,AquaBites,WET FOOD,8.99,8.99,0.0,0,1
2025-01-12,101,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,3
2025-01-12,101,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,6
2025-01-12,101,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,4
2025-01-12,101,5034,OrganicPet,RAW FOOD,39.99,39.99,0.0,0,2
2025-01-12,102,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,4
2025-01-12,102,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,3
2025-01-12,102,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,3
2025-01-12,102,5010,AquaBites,WET FOOD,8.99,8.99,0.0,0,5
2025-01-12,103,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,3
2025-01-12,103,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,6
2025-01-12,103,5003,PureChow,WET FOOD,12.49,11.06,1.43,1,4
2025-01-12,103,5010,AquaBites,WET FOOD,8.99,7.24,1.75,1,1
2025-01-12,103,5034,OrganicPet,RAW FOOD,39.99,39.99,0.0,0,7
2025-01-13,101,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,3
2025-01-13,101,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,4
2025-01-13,101,5010,AquaBites,WET FOOD,8.99,8.99,0.0,0,7
2025-01-13,102,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,6
2025-01-13,102,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,4
2025-01-13,102,5010,AquaBites,WET FOOD,8.99,8.99,0.0,0,1
2025-01-13,103,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,6
2025-01-13,103,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,4
2025-01-13,103,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,8
2025-01-13,103,5010,AquaBites,WET FOOD,8.99,8.99,0.0,0,1
2025-01-14,101,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,7
2025-01-14,101,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,6
2025-01-14,101,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,3
2025-01-14,102,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,4
2025-01-14,102,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,6
2025-01-14,102,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,4
2025-01-14,102,5010,AquaBites,WET FOOD,8.99,8.99,0.0,0,1
2025-01-14,102,5035,VetFormula,SPECIALTY,62.99,62.99,0.0,0,3
2025-01-14,103,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,3
2025-01-14,103,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,3
2025-01-14,103,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,4
2025-01-14,103,5010,AquaBites,WET FOOD,8.99,8.99,0.0,0,4
2025-01-15,101,5001,PetFresh,DRY FOOD,29.99,28.18,1.81,1,5
2025-01-15,101,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,2
2025-01-15,101,5010,AquaBites,WET FOOD,8.99,7.69,1.3,1,3
2025-01-15,101,5032,BulkBones,TREATS,3.99,3.99,0.0,0,7
2025-01-15,102,5001,PetFresh,DRY FOOD,29.99,24.57,5.42,1,5
2025-01-15,102,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,4
2025-01-15,102,5010,AquaBites,WET FOOD,8.99,8.99,0.0,0,4
2025-01-15,102,5021,HealthyTails,SUPPLEMENTS,22.99,22.99,0.0,0,2
2025-01-15,103,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,4
2025-01-15,103,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,7
2025-01-15,103,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,3
2025-01-15,103,5010,AquaBites,WET FOOD,8.99,8.99,0.0,0,25
2025-01-15,103,5032,BulkBones,TREATS,3.99,3.99,0.0,0,4
2025-01-16,101,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,4
2025-01-16,101,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,3
2025-01-16,101,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,3
2025-01-16,101,5010,AquaBites,WET FOOD,8.99,8.99,0.0,0,15
2025-01-16,102,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,1
2025-01-16,102,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,4
2025-01-16,103,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,4
2025-01-16,103,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,1
2025-01-16,103,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,6
2025-01-16,103,5010,AquaBites,WET FOOD,8.99,8.99,0.0,0,7
2025-01-16,103,5032,BulkBones,TREATS,3.99,3.99,0.0,0,10
2025-01-17,101,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,5
2025-01-17,101,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,4
2025-01-17,101,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,5
2025-01-17,101,5010,AquaBites,WET FOOD,8.99,8.99,0.0,0,14
2025-01-17,102,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,3
2025-01-17,102,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,5
2025-01-17,102,5003,PureChow,WET FOOD,12.49,10.58,1.91,1,7
2025-01-17,102,5010,AquaBites,WET FOOD,8.99,8.99,0.0,0,25
2025-01-17,103,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,4
2025-01-17,103,5002,NutriPaws,DRY FOOD,34.99,29.22,5.77,1,6
2025-01-17,103,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,6
2025-01-17,103,5031,SnackMaster,TREATS,7.49,7.49,0.0,0,9
2025-01-18,101,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,7
2025-01-18,101,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,5
2025-01-18,101,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,4
2025-01-18,101,5010,AquaBites,WET FOOD,8.99,8.99,0.0,0,10
2025-01-18,101,5031,SnackMaster,TREATS,7.49,7.49,0.0,0,7
2025-01-18,102,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,3
2025-01-18,102,5002,NutriPaws,DRY FOOD,34.99,32.82,2.17,1,2
2025-01-18,102,5003,PureChow,WET FOOD,12.49,11.35,1.14,1,5
2025-01-18,102,5010,AquaBites,WET FOOD,8.99,8.99,0.0,0,5
2025-01-18,103,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,4
2025-01-18,103,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,4
2025-01-18,103,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,4
2025-01-18,103,5010,AquaBites,WET FOOD,8.99,8.99,0.0,0,3
2025-01-18,103,5021,HealthyTails,SUPPLEMENTS,22.99,21.51,1.48,1,1
2025-01-19,101,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,5
2025-01-19,101,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,5
2025-01-19,101,5010,AquaBites,WET FOOD,8.99,8.99,0.0,0,2
2025-01-19,102,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,2
2025-01-19,102,5003,PureChow,WET FOOD,12.49,10.12,2.37,1,3
2025-01-19,102,5033,SpecialDiet,SPECIALTY,54.99,54.99,0.0,0,10
2025-01-19,103,5001,PetFresh,DRY FOOD,29.99,25.13,4.86,1,3
2025-01-19,103,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,4
2025-01-19,103,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,5
2025-01-19,103,5010,AquaBites,WET FOOD,8.99,8.33,0.66,1,1
2025-01-20,101,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,4
2025-01-20,101,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,5
2025-01-20,101,5003,PureChow,WET FOOD,12.49,11.3,1.19,1,3
2025-01-20,101,5010,AquaBites,WET FOOD,8.99,8.99,0.0,0,1
2025-01-20,101,5021,HealthyTails,SUPPLEMENTS,22.99,22.99,0.0,0,2
2025-01-20,102,5001,PetFresh,DRY FOOD,29.99,28.41,1.58,1,5
2025-01-20,102,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,3
2025-01-20,102,5010,AquaBites,WET FOOD,8.99,8.1,0.89,1,1
2025-01-20,103,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,4
2025-01-20,103,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,4
2025-01-20,103,5003,PureChow,WET FOOD,12.49,10.91,1.58,1,5
2025-01-21,101,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,4
2025-01-21,101,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,4
2025-01-21,101,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,2
2025-01-21,101,5010,AquaBites,WET FOOD,8.99,8.99,0.0,0,6
2025-01-21,102,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,5
2025-01-21,102,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,5
2025-01-21,102,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,4
2025-01-21,102,5010,AquaBites,WET FOOD,8.99,8.99,0.0,0,4
2025-01-21,103,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,7
2025-01-21,103,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,6
2025-01-21,103,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,5
2025-01-21,103,5010,AquaBites,WET FOOD,8.99,8.99,0.0,0,1
2025-01-22,101,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,6
2025-01-22,101,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,3
2025-01-22,101,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,2
2025-01-22,101,5010,AquaBites,WET FOOD,8.99,8.99,0.0,0,2
2025-01-22,102,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,5
2025-01-22,102,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,3
2025-01-22,102,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,4
2025-01-22,102,5010,AquaBites,WET FOOD,8.99,8.99,0.0,0,19
2025-01-22,103,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,5
2025-01-22,103,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,5
2025-01-22,103,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,5
2025-01-23,101,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,3
2025-01-23,101,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,4
2025-01-23,101,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,8
2025-01-23,101,5010,AquaBites,WET FOOD,8.99,8.99,0.0,0,3
2025-01-23,102,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,3
2025-01-23,102,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,4
2025-01-23,102,5010,AquaBites,WET FOOD,8.99,8.99,0.0,0,3
2025-01-23,102,5031,SnackMaster,TREATS,7.49,7.49,0.0,0,1
2025-01-23,102,5035,VetFormula,SPECIALTY,62.99,62.99,0.0,0,13
2025-01-23,103,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,6
2025-01-23,103,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,4
2025-01-23,103,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,7
2025-01-23,103,5010,AquaBites,WET FOOD,8.99,8.2,0.79,1,1
2025-01-23,103,5035,VetFormula,SPECIALTY,62.99,62.99,0.0,0,2
2025-01-24,101,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,6
2025-01-24,101,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,6
2025-01-24,101,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,5
2025-01-24,101,5010,AquaBites,WET FOOD,8.99,8.99,0.0,0,3
2025-01-24,102,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,5
2025-01-24,102,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,7
2025-01-24,102,5010,AquaBites,WET FOOD,8.99,8.99,0.0,0,6
2025-01-24,102,5030,TreatKing,TREATS,5.99,5.99,0.0,0,3
2025-01-24,103,5001,PetFresh,DRY FOOD,29.99,25.0,4.99,1,5
2025-01-24,103,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,4
2025-01-24,103,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,5
2025-01-24,103,5010,AquaBites,WET FOOD,8.99,8.99,0.0,0,30
2025-01-25,101,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,6
2025-01-25,101,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,3
2025-01-25,101,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,2
2025-01-25,101,5021,HealthyTails,SUPPLEMENTS,22.99,22.99,0.0,0,1
2025-01-25,102,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,5
2025-01-25,102,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,5
2025-01-25,102,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,4
2025-01-25,102,5020,RawNature,RAW FOOD,45.99,45.99,0.0,0,2
2025-01-25,102,5035,VetFormula,SPECIALTY,62.99,62.99,0.0,0,1
2025-01-25,103,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,3
2025-01-25,103,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,6
2025-01-25,103,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,5
2025-01-25,103,5010,AquaBites,WET FOOD,8.99,8.99,0.0,0,6
2025-01-26,101,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,3
2025-01-26,101,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,6
2025-01-26,102,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,6
2025-01-26,102,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,6
2025-01-26,102,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,4
2025-01-26,102,5010,AquaBites,WET FOOD,8.99,8.99,0.0,0,1
2025-01-26,102,5020,RawNature,RAW FOOD,45.99,45.99,0.0,0,1
2025-01-26,103,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,3
2025-01-26,103,5002,NutriPaws,DRY FOOD,34.99,30.8,4.19,1,5
2025-01-26,103,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,6
2025-01-26,103,5010,AquaBites,WET FOOD,8.99,8.99,0.0,0,9
2025-01-27,101,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,6
2025-01-27,101,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,5
2025-01-27,101,5010,AquaBites,WET FOOD,8.99,7.68,1.31,1,6
2025-01-27,101,5035,VetFormula,SPECIALTY,62.99,50.88,12.11,1,9
2025-01-27,102,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,7
2025-01-27,102,5002,NutriPaws,DRY FOOD,34.99,28.57,6.42,1,3
2025-01-27,102,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,4
2025-01-27,102,5010,AquaBites,WET FOOD,8.99,8.99,0.0,0,1
2025-01-27,103,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,3
2025-01-27,103,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,8
2025-01-27,103,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,5
2025-01-27,103,5010,AquaBites,WET FOOD,8.99,7.27,1.72,1,1
2025-01-28,101,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,5
2025-01-28,101,5002,NutriPaws,DRY FOOD,34.99,31.18,3.81,1,6
2025-01-28,101,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,4
2025-01-28,101,5010,AquaBites,WET FOOD,8.99,8.99,0.0,0,1
2025-01-28,101,5032,BulkBones,TREATS,3.99,3.99,0.0,0,1
2025-01-28,102,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,6
2025-01-28,102,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,5
2025-01-28,102,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,2
2025-01-28,102,5010,AquaBites,WET FOOD,8.99,8.04,0.95,1,1
2025-01-28,102,5034,OrganicPet,RAW FOOD,39.99,39.99,0.0,0,1
2025-01-28,103,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,4
2025-01-28,103,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,6
2025-01-28,103,5003,PureChow,WET FOOD,12.49,12.49,0.0,0,7
2025-01-28,103,5034,OrganicPet,RAW FOOD,39.99,35.49,4.5,1,2
2025-01-29,101,5001,PetFresh,DRY FOOD,29.99,29.99,0.0,0,6
2025-01-29,101,5002,NutriPaws,DRY FOOD,34.99,34.99,0.0,0,3
